Ref,A,A1,A2,B,B1,B2,X,X1,A mole,A1 mole,A2 mole,B mole,B1 mole,B2 mole,X mole,X1 mole,Prep Meth,CalcT(K),Calc time(h),Prom Meth,Promoter,Prom %w,Crystal,BandGap(eV),Surface Area(m2/g),CatW,Alcohol%,Sac. Agent1,Sac. Agent2,Light type,Power(W),Wave length(<nm),ProdRate(μmol/gh),Label
[S1],Sr,non,non,Ti,non,non,O,,0.478,,,0.261,,,0.262,,flux,1373,10,impreg,Rh,0.1,cubic,3.2,0.9,1,0,,,Xe,300,300,540,[S1]SrTi
[S1],Sr,non,non,Ti,non,non,O,,0.478,,,0.261,,,0.262,,flux,1273,10,impreg,Rh,0.1,cubic,3.2,1.3,1,0,,,Xe,300,300,540,[S1]SrTi
[S1],Sr,non,non,Ti,non,non,O,,0.478,,,0.261,,,0.262,,flux,1173,10,impreg,Rh,0.1,cubic,3.2,1.9,1,0,,,Xe,300,300,32,[S1]SrTi
[S1],Sr,non,non,Ti,Al,non,O,,0.477,,,0.261,0.0001,,0.262,,flux,1273,10,impreg,Rh,0.1,cubic,3.2,0.9,1,0,,,Xe,300,300,40,[S1]SrTiAl
[S1],Sr,non,non,Ti,Al,non,O,,0.477,,,0.26,0.001,,0.261,,flux,1273,10,impreg,Rh,0.1,cubic,3.2,2.7,1,0,,,Xe,300,300,380,[S1]SrTiAl
[S1],Sr,non,non,Ti,Al,non,O,,0.471,,,0.257,0.014,,0.258,,flux,1273,10,impreg,Rh,0.1,cubic,3.2,2.4,1,0,,,Xe,300,300,700,[S1]SrTiAl
[S2],Mn,non,non,Co,non,non,O,,0.232,,,0.498,,,0.27,,novel,743,12,,,,octahedral,2.1,,4,0,,,visible,64,420,91.07,[S2]MnCo
[S2],Mn,non,non,Co,non,non,O,,0.232,,,0.498,,,0.27,,novel,743,12,,,,octahedral,2.1,,4,5,,,visible,64,420,146.2,[S2]MnCo
[S3],Sr,La,non,Ti,Cr,non,O,,0.475,0.004,,0.26,0.001,,0.26,,HT,,,PD,Pt,0.5,cubic,2.95,,0.5,20,,,Xe,300,420,66,[S3]SrLaTiCr
[S3],Sr,La,non,Ti,Cr,non,O,,0.473,0.007,,0.258,0.003,,0.259,,HT,,,PD,Pt,0.5,cubic,2.9,,0.5,20,,,Xe,300,420,75,[S3]SrLaTiCr
[S3],Sr,La,non,Ti,Cr,non,O,,0.468,0.015,,0.256,0.006,,0.256,,HT,,,PD,Pt,0.5,cubic,2.92,,0.5,20,,,Xe,300,420,76,[S3]SrLaTiCr
[S3],Sr,La,non,Ti,Cr,non,O,,0.465,0.018,,0.254,0.007,,0.255,,HT,,,PD,Pt,0.5,cubic,2.8,,0.5,20,,,Xe,300,420,90,[S3]SrLaTiCr
[S3],Sr,La,non,Ti,Cr,non,O,,0.463,0.022,,0.253,0.008,,0.254,,HT,,,PD,Pt,0.5,cubic,2.85,,0.5,20,,,Xe,300,420,71,[S3]SrLaTiCr
[S3],Sr,La,non,Ti,Cr,non,O,,0.458,0.029,,0.25,0.011,,0.251,,HT,,,PD,Pt,0.5,cubic,2.9,,0.5,20,,,Xe,300,420,39,[S3]SrLaTiCr
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,impreg,IrO2,3,cubic,2.95,,1.66,0,H2SO4,,Xe,300,440,22,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,impreg,RuO2,1,cubic,2.95,,1.66,0,H2SO4,,Xe,300,440,0.6,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,PD,Ru,0.5,cubic,2.95,,1.66,0,H2SO4,,Xe,300,440,2.5,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,impreg,IrO2,1,cubic,2.95,,1.66,0,H2SO4,,Xe,300,440,18.5,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,impreg,IrO2,3,cubic,2.95,,1.66,0,H2SO4,,Xe,300,300,60,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.473,,,0.258,0.003,0.007,0.259,,SSR,1373,10,impreg,IrO2,3,cubic,3.26,,1.66,0,H2SO4,,Xe,300,440,3.15,[S4]SrTiRhSb
[S4],Sr,non,non,Ti,Rh,Sb,O,,0.476,,,0.26,0.003,,0.261,,SSR,1373,10,impreg,IrO2,3,cubic,3.26,,1.66,0,H2SO4,,Xe,300,300,3.65,[S4]SrTiRhSb
[S5],Sm,non,non,Ti,non,non,O,S,0.556,,,0.177,,,0.148,0.119,PC,773,12,PD,Rh,1.5,amorphous,1.9,,0.5,0,Na2S,Na2SO3,Hg,450,400,312.5,[S5]SmTi
[S6],Zn,non,non,In,non,non,S,,0.191,,,0.504,,,0.305,,HT,,,PD,Ru,0.5,hexagonal,2.64,,1,0,Na2S,Na2SO3,Xe,300,420,1850,[S6]ZnIn
[S6],Zn,Ag,non,In,non,non,S,,0.191,0.002,,0.503,,,0.305,,HT,,,PD,Ru,0.5,hexagonal,2.57,,1,0,Na2S,Na2SO3,Xe,300,420,2810,[S6]ZnAgIn
[S6],Zn,Ag,non,In,non,non,S,,0.191,0.003,,0.502,,,0.305,,HT,,,PD,Ru,0.5,hexagonal,2.48,,1,0,Na2S,Na2SO3,Xe,300,420,2940,[S6]ZnAgIn
[S6],Zn,Ag,non,In,non,non,S,,0.191,0.005,,0.501,,,0.305,,HT,,,PD,Ru,0.5,hexagonal,2.47,,1,0,Na2S,Na2SO3,Xe,300,420,3200,[S6]ZnAgIn
[S6],Zn,Ag,non,In,non,non,S,,0.19,0.006,,0.5,,,0.304,,HT,,,PD,Ru,0.5,hexagonal,2.45,,1,0,Na2S,Na2SO3,Xe,300,420,2580,[S6]ZnAgIn
[S6],Zn,Ag,non,In,non,non,S,,0.189,0.009,,0.498,,,0.304,,HT,,,PD,Ru,0.5,hexagonal,2.41,,1,0,Na2S,Na2SO3,Xe,300,420,1940,[S6]ZnAgIn
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1173,10,,,0.5,octahedral,3.99,,1.42,0,,,Hg,400,285,542,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1173,10,impreg,NiO,0.5,octahedral,3.99,,1.42,0,,,Hg,400,285,1278,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,,,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,204,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,impreg,NiO,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,2678,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Ni,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,50,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,impreg,Ni,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,230,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1573,10,,,0.5,octahedral,4.27,,1.42,0,,,Hg,400,285,212,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1573,10,impreg,NiO,0.5,octahedral,4.27,,1.42,0,,,Hg,400,285,2540,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1773,10,,,0.5,octahedral,4.06,,1.42,0,,,Hg,400,285,132,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1773,10,impreg,NiO,0.5,octahedral,4.06,,1.42,0,,,Hg,400,285,424,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Cu,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,432,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Ru,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,56,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Rh,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,86,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Ag,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,106,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,impreg,Ag,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,110,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,impreg,Ag,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,192,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Pt,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,124,[S7]KCaSrTa
[S7],K,Ca,Sr,Ta,non,non,O,,0.03,0.031,0.067,0.69,,,0.183,,SSR,1423,10,PD,Au,0.5,octahedral,4.13,,1.42,0,,,Hg,400,285,1168,[S7]KCaSrTa
[S8],Cu,non,non,In,non,non,S,,0.262,,,0.473,,,0.264,,novel,,,,,,hexagonal,1.55,,0.2,0,Na2S,Na2SO3,Xe,300,350,290,[S8]CuIn
[S8],Cu,non,non,In,Ga,non,S,,0.267,,,0.434,0.029,,0.269,,novel,,,,,,hexagonal,1.57,,0.2,0,Na2S,Na2SO3,Xe,300,350,368,[S8]CuInGa
[S8],Cu,non,non,In,Ga,non,S,,0.278,,,0.351,0.091,,0.28,,novel,,,,,,hexagonal,1.6,,0.2,0,Na2S,Na2SO3,Xe,300,350,514,[S8]CuInGa
[S8],Cu,non,non,In,Ga,non,S,,0.289,,,0.261,0.158,,0.292,,novel,,,,,,hexagonal,1.68,,0.2,0,Na2S,Na2SO3,Xe,300,350,660,[S8]CuInGa
[S8],Cu,non,non,In,Ga,non,S,,0.301,,,0.163,0.231,,0.304,,novel,,,,,,hexagonal,1.75,,0.2,0,Na2S,Na2SO3,Xe,300,350,747,[S8]CuInGa
[S8],Cu,non,non,In,Ga,non,S,,0.315,,,0.057,0.311,,0.318,,novel,,,,,,hexagonal,2,,0.2,0,Na2S,Na2SO3,Xe,300,350,582,[S8]CuInGa
[S8],Cu,non,non,In,non,non,S,,0.322,,,,0.353,,0.325,,novel,,,,,,hexagonal,2.35,,0.2,0,Na2S,Na2SO3,Xe,300,350,513,[S8]CuIn
[S9],K,non,non,Ta,non,non,O,,0.146,,,0.675,,,0.179,,SG,773,6,,,,cubic,4.6,9.5,1,0,,,Hg,400,275,2800,[S9]KTa
[S9],K,non,non,Ta,non,non,O,,0.146,,,0.675,,,0.179,,HT,773,6,,,,cubic,4.5,4.5,1,0,,,Hg,400,275,650,[S9]KTa
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,,,,orthorombic,3.15,1.42,1.25,25,,,Xe,300,380,33,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,,,,tetragonal,3.08,0.68,1.25,25,,,Xe,300,380,118,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,,,,cubic,3.24,3.9,1.25,25,,,Xe,300,380,1242,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,PD,Pt,0.5,orthorombic,3.15,1.42,1.25,25,,,Xe,300,380,170,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,PD,Pt,1,orthorombic,3.15,1.42,1.25,25,,,Xe,300,380,240,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,PD,Pt,1.5,orthorombic,3.15,1.42,1.25,25,,,Xe,300,380,300,[S10]KNb
[S10],K,non,non,Nb,non,non,O,,0.217,,,0.516,,,0.267,,HT,,,PD,Pt,2,orthorombic,3.15,1.42,1.25,25,,,Xe,300,380,28,[S10]KNb
[S11],Zn,non,non,Cd,non,non,S,,0.541,,,0.151,,,0.308,,novel,,,,,,cubic,2.64,124.8,0.66,0,Na2S,Na2SO3,Xe,300,420,520,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.515,,,0.181,,,0.304,,novel,,,,,,cubic,2.61,131,0.66,0,Na2S,Na2SO3,Xe,300,420,610,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.49,,,0.21,,,0.3,,novel,,,,,,cubic,2.58,156,0.66,0,Na2S,Na2SO3,Xe,300,420,970,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.449,,,0.257,,,0.294,,novel,,,,,,cubic,2.55,65.6,0.66,0,Na2S,Na2SO3,Xe,300,420,510,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.388,,,0.328,,,0.284,,novel,,,,,,cubic,2.52,49.26,0.66,0,Na2S,Na2SO3,Xe,300,420,360,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.49,,,0.21,,,0.3,,novel,,,PD,Pt,0.15,cubic,2.58,156,0.66,0,Na2S,Na2SO3,Xe,300,420,1800,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.49,,,0.21,,,0.3,,novel,,,PD,Pt,0.25,cubic,2.58,156,0.66,0,Na2S,Na2SO3,Xe,300,420,2275,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.49,,,0.21,,,0.3,,novel,,,PD,Pt,0.5,cubic,2.58,156,0.66,0,Na2S,Na2SO3,Xe,300,420,1850,[S11]ZnCd
[S11],Zn,non,non,Cd,non,non,S,,0.49,,,0.21,,,0.3,,novel,,,PD,Pt,1,cubic,2.58,156,0.66,0,Na2S,Na2SO3,Xe,300,420,1725,[S11]ZnCd
[S12],Ba,non,non,Zr,non,non,O,,0.497,,,0.33,,,0.174,,PTP,1273,6,,,,cubic,4.8,8.5,0.476,0,,,Hg,400,365,112,[S12]BaZr
[S12],Ba,non,non,Zr,Sn,non,O,,0.492,,,0.294,0.043,,0.172,,PTP,1273,6,,,,cubic,4.4,5.7,0.476,0,,,Hg,400,365,100,[S12]BaZrSn
[S12],Ba,non,non,Zr,Sn,non,O,,0.487,,,0.259,0.084,,0.17,,PTP,1273,6,,,,cubic,4,3.8,0.476,0,,,Hg,400,365,125,[S12]BaZrSn
[S12],Ba,non,non,Zr,Sn,non,O,,0.482,,,0.224,0.125,,0.169,,PTP,1273,6,,,,cubic,3.6,4,0.476,0,,,Hg,400,365,138,[S12]BaZrSn
[S12],Ba,non,non,Zr,Sn,non,O,,0.478,,,0.19,0.165,,0.167,,PTP,1273,6,,,,cubic,3.3,2.1,0.476,0,,,Hg,400,365,70,[S12]BaZrSn
[S13],Zn,non,non,Ti,non,non,S,,0.56,,,0.1,,,0.34,,HT,,,,,,cubic,3.08,,1,50,,,UV,,365,34.2,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.58,,,0.08,,,0.34,,HT,,,,,,cubic,3.06,,1,50,,,UV,,365,113,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,,,UV,,365,396,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.61,,,0.07,,,0.32,,HT,,,,,,cubic,3.11,,1,50,,,UV,,365,275,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,H2SO4,,UV,,365,13.9,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,Na2SO4,,UV,,365,38.6,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,CH3COOH,,UV,,365,63.2,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,NaOH,,UV,,365,528,[S13]ZnTi
[S13],Zn,non,non,Ti,non,non,S,,0.62,,,0.05,,,0.34,,HT,,,,,,cubic,3.05,,1,50,KOH,,UV,,365,794,[S13]ZnTi
[S14],Na,Ca,non,Nb,non,non,O,,0.07,0.11,,0.53,,,0.3,,flux,,,impreg,Pt,1,orthorombic,3.3,1.6,2,20,,,Xe,1000,350,74.17,[S14]NaCaNb
[S14],Na,Ca,non,Nb,non,non,O,,0.07,0.11,,0.53,,,1.3,,flux,,,impreg,Pt,1,orthorombic,3.3,0.36,2,20,,,Xe,1000,350,150,[S14]NaCaNb
[S14],Na,Ca,non,Nb,non,non,O,,0.07,0.11,,0.53,,,2.3,,flux,,,impreg,Pt,1,orthorombic,3.3,4.6,2,20,,,Xe,1000,350,445.5,[S14]NaCaNb
[S14],Na,Ca,non,Nb,non,non,O,,0.07,0.11,,0.53,,,3.3,,flux,,,impreg,Pt,1,orthorombic,3.3,3.9,2,20,,,Xe,1000,350,275.5,[S14]NaCaNb
[S15],Sb,non,non,Ti,non,non,S,,0.62,,,0.06,,,0.32,,HT,,,,,,orthorombic,1.81,,0.5,50,,,UV,,365,5.3,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.54,,,0.11,,,0.36,,HT,,,,,,orthorombic,1.87,,0.5,50,,,UV,,365,10.2,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.48,,,0.14,,,0.38,,HT,,,,,,orthorombic,2.04,,0.5,50,,,UV,,365,6.9,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.54,,,0.11,,,0.36,,HT,,,,,,orthorombic,1.87,,0.5,50,,,UV,,365,2.9,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.54,,,0.11,,,0.36,,HT,,,,,,orthorombic,1.87,,0.5,50,,,UV,,365,4.5,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.54,,,0.11,,,0.36,,HT,,,,,,orthorombic,1.87,,0.5,50,,,UV,,365,12.1,[S15]SbTi
[S15],Sb,non,non,Ti,non,non,S,,0.54,,,0.11,,,0.36,,HT,,,,,,orthorombic,1.87,,0.5,50,,,UV,,365,15.3,[S15]SbTi
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,,,,,,cubic,1.68,75.38,0.5,50,,,Xe,300,420,2.625,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,773,12,,,,cubic,1.78,6.66,0.5,50,,,Xe,300,420,10.5,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,873,12,,,,cubic,1.8,5.11,0.5,50,,,Xe,300,420,17.625,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,973,12,,,,cubic,1.82,3.79,0.5,50,,,Xe,300,420,15,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,1073,12,,,,cubic,1.83,3.26,0.5,50,,,Xe,300,420,13.75,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,1173,12,,,,cubic,1.84,2.74,0.5,50,,,Xe,300,420,4.75,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,873,1,,,,cubic,1.74,8.06,0.5,50,,,Xe,300,420,13.5,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,873,3,,,,cubic,1.76,6.64,0.5,50,,,Xe,300,420,31.125,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,873,6,,,,cubic,1.78,6.17,0.5,50,,,Xe,300,420,25.25,[S16]CaIn
[S16],Ca,non,non,In,non,non,S,,0.1,,,0.58,,,0.32,,HT,873,9,,,,cubic,1.78,5.61,0.5,50,,,Xe,300,420,21.875,[S16]CaIn
[S17],Sb,non,non,Nb,non,non,O,,0.44,,,0.33,,,0.23,,HT,1173,2,,,,orthorombic,3.12,1.7,0.833,0,,,Hg,450,365,4.5,[S17]SbNb
[S17],Sb,non,non,Nb,non,non,O,,0.44,,,0.33,,,0.23,,SSR,1173,2,,,,orthorombic,3.12,1.7,0.833,0,,,Hg,450,365,5,[S17]SbNb
[S17],Sb,non,non,Ta,non,non,O,,0.43,,,0.49,,,0.18,,SSR,1173,2,,,,orthorombic,3.72,1.5,0.833,0,,,Hg,450,365,10,[S17]SbTa
[S17],Sb,non,non,Ta,non,non,O,,0.43,,,0.49,,,0.18,,SSR,1173,2,,,,orthorombic,3.72,1.5,0.833,0,,,Hg,450,365,9.5,[S17]SbTa
[S17],Sb,non,non,Nb,non,non,O,,0.44,,,0.33,,,0.23,,SSR,1173,2,impreg,RuO2,1,orthorombic,3.12,1.7,0.833,0,,,Hg,450,365,61.5,[S17]SbNb
[S17],Sb,non,non,Ta,non,non,O,,0.43,,,0.49,,,0.18,,SSR,1173,2,impreg,RuO2,1,orthorombic,3.72,1.5,0.833,0,,,Hg,450,365,146,[S17]SbTa
[S18],K,La,non,Ta,Bi,non,O,,0.02,0.07,,0.36,0.41,,0.14,,SSR,1173,6,,,,orthorombic,3.44,1.3,3.07,0,,,Hg,300,365,2635,[S18]KLaTaBi
[S19],Bi,Na,non,Ti,non,non,O,,0.49,0.05,,0.23,,,0.23,,SSR,,,PD,Pt,0.5,octahedral,2.92,27.3,0.625,20,,,Xe,500,346,86.4,[S19]BiNaTi
[S19],Bi,Na,non,Ti,non,non,O,,0.49,0.05,,0.23,,,0.23,,SSR,,,PD,Pt,1,octahedral,2.92,27.3,0.625,20,,,Xe,500,346,196.4,[S19]BiNaTi
[S19],Bi,Na,non,Ti,non,non,O,,0.49,0.05,,0.23,,,0.23,,PC,,,PD,Pt,3,octahedral,2.92,27.3,0.625,20,,,Xe,500,346,356,[S19]BiNaTi
[S19],Bi,Na,non,Ti,non,non,O,,0.49,0.05,,0.23,,,0.23,,HT,,,PD,Pt,5,octahedral,2.92,27.3,0.625,20,,,Xe,500,346,266,[S19]BiNaTi
[S19],Bi,Na,non,Ti,non,non,O,,0.49,0.05,,0.23,,,0.23,,HT,,,PD,Pt,8,octahedral,2.92,27.3,0.625,20,,,Xe,500,346,226,[S19]BiNaTi
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,HT,1173,10,,,,cubic,2.64,1.22,0.5,20,,,Xe,800,390,0.08,[S20]NaTa
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,HT,1173,10,impreg,Pt,0.03,cubic,2.64,1.22,0.5,20,,,Xe,800,390,0.58,[S20]NaTa
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,HT,1173,10,impreg,Pt,0.06,cubic,2.64,1.22,0.5,20,,,Xe,800,390,1,[S20]NaTa
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,SSR,1173,10,impreg,Pt,0.1,cubic,2.64,1.22,0.5,20,,,Xe,800,390,0.25,[S20]NaTa
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,SSR,1173,10,impreg,Pt,0.13,cubic,2.64,1.22,0.5,20,,,Xe,800,390,0.16,[S20]NaTa
[S20],Na,non,non,Ta,non,non,O,,0.09,,,0.72,,,0.19,,SSR,1173,10,impreg,Pt,0.06,cubic,4.01,1.13,0.5,20,,,Xe,800,390,0.08,[S20]NaTa
[S21],Sr,non,non,Sn,non,non,O,,0.35,,,0.47,,,0.19,,SSR,1373,6,,,,,4.01,3.28,1,0,,,Hg,450,365,11,[S21]SrSn
[S21],Sr,non,non,Sn,non,non,O,,0.35,,,0.47,,,0.19,,SSR,1373,6,impreg,NiO,1,,4.01,3.28,1,0,,,Hg,450,365,24.2,[S21]SrSn
[S21],Sr,non,non,Sn,non,non,O,,0.35,,,0.47,,,0.19,,SSR,973,6,,,,orthorombic,4.04,27.08,1,0,,,Hg,450,365,59.8,[S21]SrSn
[S21],Sr,non,non,Sn,non,non,O,,0.35,,,0.47,,,0.19,,SSR,973,6,impreg,NiO,1,orthorombic,4.04,27.08,1,0,,,Hg,450,365,236,[S21]SrSn
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,SSR,,,,,,rhombohedral,3.93,1.34,0.25,0,HCOOH,,Hg,150,366,354.5,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,723,11,,,,rhombohedral,3.3,4.08,0.25,0,HCOOH,,Hg,150,366,308,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,773,11,,,,rhombohedral,3.77,3.66,0.25,0,HCOOH,,Hg,150,366,525,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,823,11,,,,rhombohedral,3.69,3.08,0.25,0,HCOOH,,Hg,150,366,765,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,873,11,,,,rhombohedral,3.74,3.01,0.25,0,HCOOH,,Hg,150,366,545,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,923,11,,,,rhombohedral,4.9,2.86,0.25,0,HCOOH,,Hg,150,366,450,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,973,11,,,,rhombohedral,4.93,2.49,0.25,0,HCOOH,,Hg,150,366,429,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,1023,11,,,,rhombohedral,4.95,2.38,0.25,0,HCOOH,,Hg,150,366,437,[S22]LiTa
[S22],Li,non,non,Ta,non,non,O,,0.03,,,0.77,,,0.2,,novel,1073,11,,,,rhombohedral,4.98,1.96,0.25,0,HCOOH,,Hg,150,366,336,[S22]LiTa
[S23],Ca,non,non,Ta,Zr,non,O,N,0.22,,,,0.51,,0.27,,novel,923,6,PD,Pt,1,,4,21.87,0.555,0,HCOOH,,Xe,300,420,9.8,[S23]CaTaZr
[S23],Ca,non,non,Ta,Zr,non,O,N,0.2,,,0.18,0.37,,0.23,0.01,novel,923,6,PD,Pt,1,,3.22,15.74,0.555,0,HCOOH,,Xe,300,420,10.4,[S23]CaTaZr
[S23],Ca,non,non,Ta,Zr,non,O,N,0.19,,,0.18,0.37,,0.23,0.01,novel,923,6,PD,Pt,1,,2.84,6.48,0.555,0,HCOOH,,Xe,300,420,14.8,[S23]CaTaZr
